2146,,,,,
All IDs for Ezh2,Ensembl Gene IDs,Entrez IDs,HAVANA IDs,Symbols,Description
1482,ENSG00000183072,1482,OTTHUMG00000130522,NKX2-5,NK2 homeobox 5
1488,ENSG00000175029,1488,OTTHUMG00000019224,CTBP2,C-terminal binding protein 2
1499,ENSG00000168036,1499,OTTHUMG00000131393,CTNNB1,"catenin (cadherin-associated protein), beta 1, 88kDa"
1501,ENSG00000169862,1501,OTTHUMG00000090511,CTNND2,"catenin (cadherin-associated protein), delta 2"
1512,ENSG00000103811,1512,OTTHUMG00000144171,CTSH,cathepsin H
1523,ENSG00000257923,1523,OTTHUMG00000157129,CUX1,cut-like homeobox 1
1525,ENSG00000154639,1525,OTTHUMG00000074508,CXADR,coxsackie virus and adenovirus receptor
1543,ENSG00000140465,1543,OTTHUMG00000142812,CYP1A1,"cytochrome P450, family 1, subfamily A, polypeptide 1"
1573,ENSG00000134716,1573,OTTHUMG00000008991,CYP2J2,"cytochrome P450, family 2, subfamily J, polypeptide 2"
1583,ENSG00000140459,1583,OTTHUMG00000150716,CYP11A1,"cytochrome P450, family 11, subfamily A, polypeptide 1"
1585,ENSG00000179142,1585,OTTHUMG00000160254,CYP11B2,"cytochrome P450, family 11, subfamily B, polypeptide 2"
1588,ENSG00000137869,1588,OTTHUMG00000131747,CYP19A1,"cytochrome P450, family 19, subfamily A, polypeptide 1"
1591,ENSG00000019186,1591,OTTHUMG00000032773,CYP24A1,"cytochrome P450, family 24, subfamily A, polypeptide 1"
1592,ENSG00000095596,1592,OTTHUMG00000018765,CYP26A1,"cytochrome P450, family 26, subfamily A, polypeptide 1"
1594,ENSG00000111012,1594,OTTHUMG00000170457,CYP27B1,"cytochrome P450, family 27, subfamily B, polypeptide 1"
1602,ENSG00000165659,1602,OTTHUMG00000017063,DACH1,dachshund homolog 1 (Drosophila)
1604,ENSG00000196352,1604,OTTHUMG00000036255,CD55,"CD55 molecule, decay accelerating factor for complement (Cromer blood group)"
1608,ENSG00000058866,1608,OTTHUMG00000156617,DGKG,"diacylglycerol kinase, gamma 90kDa"
1612,ENSG00000196730,1612,OTTHUMG00000020150,DAPK1,death-associated protein kinase 1
1620,ENSG00000078725,1620,OTTHUMG00000021020,DBC1,deleted in bladder cancer 1
1628,ENSG00000105516,1628,OTTHUMG00000183319,DBP,D site of albumin promoter (albumin D-box) binding protein
1630,ENSG00000187323,1630,OTTHUMG00000132698,DCC,deleted in colorectal carcinoma
1636,ENSG00000159640,1636,OTTHUMG00000154927,ACE,angiotensin I converting enzyme (peptidyl-dipeptidase A) 1
1674,ENSG00000175084,1674,OTTHUMG00000058924,DES,desmin
1690,ENSG00000100473,1690,OTTHUMG00000029432,COCH,"coagulation factor C homolog, cochlin (Limulus polyphemus)"
1735,ENSG00000197406,1735,OTTHUMG00000160681,DIO3,N/A
1739,ENSG00000075711,1739,OTTHUMG00000047972,DLG1,"discs, large homolog 1 (Drosophila)"
1741,ENSG00000082458,1741,OTTHUMG00000021778,DLG3,"discs, large homolog 3 (Drosophila)"
1745,ENSG00000144355,1745,OTTHUMG00000073951,DLX1,distal-less homeobox 1
1746,ENSG00000115844,1746,OTTHUMG00000132276,DLX2,distal-less homeobox 2
1747,ENSG00000064195,1747,OTTHUMG00000161892,DLX3,distal-less homeobox 3
1748,ENSG00000108813,1748,OTTHUMG00000161839,DLX4,distal-less homeobox 4
1749,ENSG00000105880,1749,OTTHUMG00000154200,DLX5,distal-less homeobox 5
1750,ENSG00000006377,1750,OTTHUMG00000154201,DLX6,distal-less homeobox 6
1759,ENSG00000106976,1759,OTTHUMG00000020733,DNM1,dynamin 1
1761,ENSG00000137090,1761,OTTHUMG00000019435,DMRT1,doublesex and mab-3 related transcription factor 1
1769,ENSG00000124721,1769,OTTHUMG00000016253,DNAH8,"dynein, axonemal, heavy chain 8"
1775,ENSG00000167968,1775,OTTHUMG00000177086,DNASE1L2,deoxyribonuclease I-like 2
1777,ENSG00000105612,1777,OTTHUMG00000180535,DNASE2,"deoxyribonuclease II, lysosomal"
1781,ENSG00000077380,1781,OTTHUMG00000154061,DYNC1I2,"dynein, cytoplasmic 1, intermediate chain 2"
1783,ENSG00000135720,1783,OTTHUMG00000137523,DYNC1LI2,"dynein, cytoplasmic 1, light intermediate chain 2"
1794,ENSG00000134516,1794,OTTHUMG00000130437,DOCK2,dedicator of cytokinesis 2
1795,ENSG00000088538,1795,OTTHUMG00000156892,DOCK3,dedicator of cytokinesis 3
1801,ENSG00000108963,1801,OTTHUMG00000177724,DPH1,DPH1 homolog (S. cerevisiae)
1803,ENSG00000197635,1803,OTTHUMG00000132056,DPP4,dipeptidyl-peptidase 4
1804,ENSG00000130226,1804,OTTHUMG00000151511,DPP6,dipeptidyl-peptidase 6
1807,ENSG00000147647,1807,OTTHUMG00000164891,DPYS,dihydropyrimidinase
1808,ENSG00000092964,1808,OTTHUMG00000099439,DPYSL2,dihydropyrimidinase-like 2
1812,ENSG00000184845,1812,OTTHUMG00000130557,DRD1,dopamine receptor D1
1813,ENSG00000149295,1813,OTTHUMG00000167717,DRD2,dopamine receptor D2
1815,ENSG00000069696,1815,OTTHUMG00000133312,DRD4,dopamine receptor D4
1816,ENSG00000169676,1816,OTTHUMG00000128489,DRD5,dopamine receptor D5
1820,ENSG00000116017,1820,OTTHUMG00000182018,ARID3A,AT rich interactive domain 3A (BRIGHT-like)
1824,ENSG00000134755,1824,OTTHUMG00000131981,DSC2,desmocollin 2
1825,ENSG00000134762,1825,OTTHUMG00000179622,DSC3,desmocollin 3
1829,ENSG00000046604,1829,OTTHUMG00000179649,DSG2,desmoglein 2
1831,ENSG00000157514,1831,OTTHUMG00000022168,TSC22D3,"TSC22 domain family, member 3"
1832,ENSG00000096696,1832,OTTHUMG00000014212,DSP,desmoplakin
1833,ENSG00000083782,1833,OTTHUMG00000170072,EPYC,epiphycan
1837,ENSG00000134769,1837,OTTHUMG00000132309,DTNA,"dystrobrevin, alpha"
1839,ENSG00000113070,1839,OTTHUMG00000129496,HBEGF,heparin-binding EGF-like growth factor
1840,ENSG00000135144,1840,OTTHUMG00000169610,DTX1,deltex homolog 1 (Drosophila)
1845,ENSG00000108861,1845,OTTHUMG00000180889,DUSP3,dual specificity phosphatase 3
1846,ENSG00000120875,1846,OTTHUMG00000133395,DUSP4,dual specificity phosphatase 4
1847,ENSG00000138166,1847,OTTHUMG00000019040,DUSP5,dual specificity phosphatase 5
1848,ENSG00000139318,1848,OTTHUMG00000169912,DUSP6,dual specificity phosphatase 6
1850,ENSG00000184545,1850,OTTHUMG00000133348,DUSP8,dual specificity phosphatase 8
1852,ENSG00000130829,1852,OTTHUMG00000024211,DUSP9,dual specificity phosphatase 9
1870,ENSG00000007968,1870,OTTHUMG00000003223,E2F2,E2F transcription factor 2
1874,ENSG00000205250,1874,OTTHUMG00000172975,E2F4,"E2F transcription factor 4, p107/p130-binding"
1879,ENSG00000164330,1879,OTTHUMG00000130304,EBF1,early B-cell factor 1
1890,ENSG00000025708,1890,OTTHUMG00000150249,TYMP,thymidine phosphorylase
1896,ENSG00000158813,1896,OTTHUMG00000021764,EDA,ectodysplasin A
1902,ENSG00000198121,1902,OTTHUMG00000020486,LPAR1,lysophosphatidic acid receptor 1
1906,ENSG00000078401,1906,OTTHUMG00000014266,EDN1,endothelin 1
1908,ENSG00000124205,1908,OTTHUMG00000032867,EDN3,endothelin 3
1909,ENSG00000151617,1909,OTTHUMG00000161354,EDNRA,endothelin receptor type A
1910,ENSG00000136160,1910,OTTHUMG00000017111,EDNRB,endothelin receptor type B
1912,ENSG00000134686,1912,OTTHUMG00000004133,PHC2,polyhomeotic homolog 2 (Drosophila)
1915,ENSG00000156508,1915,OTTHUMG00000015031,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
1917,ENSG00000101210,1917,OTTHUMG00000033076,EEF1A2,eukaryotic translation elongation factor 1 alpha 2
1942,ENSG00000169242,1942,OTTHUMG00000035312,EFNA1,ephrin-A1
1943,ENSG00000099617,1943,OTTHUMG00000180148,EFNA2,ephrin-A2
1944,ENSG00000143590,1944,OTTHUMG00000035313,EFNA3,ephrin-A3
1945,ENSG00000243364,1945,OTTHUMG00000035309,EFNA4,ephrin-A4
1946,ENSG00000184349,1946,OTTHUMG00000128741,EFNA5,ephrin-A5
1948,ENSG00000125266,1948,OTTHUMG00000017324,EFNB2,ephrin-B2
1949,ENSG00000108947,1949,OTTHUMG00000108161,EFNB3,ephrin-B3
1951,ENSG00000008300,1951,OTTHUMG00000133544,CELSR3,"cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila)"
1953,ENSG00000162591,1953,OTTHUMG00000000611,MEGF6,multiple EGF-like-domains 6
1954,ENSG00000105429,1954,OTTHUMG00000150342,MEGF8,multiple EGF-like-domains 8
1956,ENSG00000146648,1956,OTTHUMG00000023661,EGFR,epidermal growth factor receptor
1958,ENSG00000120738,1958,OTTHUMG00000129197,EGR1,early growth response 1
1960,ENSG00000179388,1960,OTTHUMG00000097825,EGR3,early growth response 3
1961,ENSG00000135625,1961,OTTHUMG00000129774,EGR4,early growth response 4
1991,ENSG00000197561,1991,OTTHUMG00000181839,ELANE,"elastase, neutrophil expressed"
1993,ENSG00000107105,1993,OTTHUMG00000019700,ELAVL2,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)"
1995,ENSG00000196361,1995,OTTHUMG00000182030,ELAVL3,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)"
2000,ENSG00000102034,2000,OTTHUMG00000022390,ELF4,E74-like factor 4 (ets domain transcription factor)
2005,ENSG00000158711,2005,OTTHUMG00000037221,ELK4,"ELK4, ETS-domain protein (SRF accessory protein 1)"
2006,ENSG00000049540,2006,OTTHUMG00000150229,ELN,elastin
2016,ENSG00000135638,2016,OTTHUMG00000129778,EMX1,empty spiracles homeobox 1
2018,ENSG00000170370,2018,OTTHUMG00000019123,EMX2,empty spiracles homeobox 2
2019,ENSG00000163064,2019,OTTHUMG00000131401,EN1,engrailed homeobox 1
2020,ENSG00000164778,2020,OTTHUMG00000151354,EN2,engrailed homeobox 2
2030,ENSG00000112759,2030,OTTHUMG00000014759,SLC29A1,"solute carrier family 29 (nucleoside transporters), member 1"
2034,ENSG00000116016,2034,OTTHUMG00000128818,EPAS1,endothelial PAS domain protein 1
2035,ENSG00000159023,2035,OTTHUMG00000003644,EPB41,"erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)"
2036,ENSG00000088367,2036,OTTHUMG00000032378,EPB41L1,erythrocyte membrane protein band 4.1-like 1
2039,ENSG00000158856,2039,OTTHUMG00000097087,EPB49,erythrocyte membrane protein band 4.9 (dematin)
2043,ENSG00000116106,2043,OTTHUMG00000133142,EPHA4,EPH receptor A4
2044,ENSG00000145242,2044,OTTHUMG00000129273,EPHA5,EPH receptor A5
2045,ENSG00000135333,2045,OTTHUMG00000015228,EPHA7,EPH receptor A7
2046,ENSG00000070886,2046,OTTHUMG00000002892,EPHA8,EPH receptor A8
2047,ENSG00000154928,2047,OTTHUMG00000159804,EPHB1,EPH receptor B1
2048,ENSG00000133216,2048,OTTHUMG00000002881,EPHB2,EPH receptor B2
2049,ENSG00000182580,2049,OTTHUMG00000156710,EPHB3,EPH receptor B3
2051,ENSG00000106123,2051,OTTHUMG00000155707,EPHB6,EPH receptor B6
2056,ENSG00000130427,2056,OTTHUMG00000152121,EPO,erythropoietin
2057,ENSG00000187266,2057,OTTHUMG00000182027,EPOR,erythropoietin receptor
2065,ENSG00000065361,2065,OTTHUMG00000170140,ERBB3,v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)
2066,ENSG00000178568,2066,OTTHUMG00000133012,ERBB4,v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)
2069,ENSG00000124882,2069,OTTHUMG00000130005,EREG,epiregulin
2070,ENSG00000112319,2070,OTTHUMG00000015602,EYA4,eyes absent homolog 4 (Drosophila)
2078,ENSG00000157554,2078,OTTHUMG00000090767,ERG,v-ets erythroblastosis virus E26 oncogene homolog (avian)
2081,ENSG00000178607,2081,OTTHUMG00000178879,ERN1,endoplasmic reticulum to nucleus signaling 1
2101,ENSG00000173153,2101,OTTHUMG00000150641,ESRRA,estrogen-related receptor alpha
2104,ENSG00000196482,2104,OTTHUMG00000037025,ESRRG,estrogen-related receptor gamma
2122,ENSG00000085276,2122,OTTHUMG00000158596,MECOM,MDS1 and EVI1 complex locus
2128,ENSG00000106038,2128,OTTHUMG00000023093,EVX1,even-skipped homeobox 1
2135,ENSG00000162694,2135,OTTHUMG00000011814,EXTL2,exostoses (multiple)-like 2
2139,ENSG00000064655,2139,OTTHUMG00000033041,EYA2,eyes absent homolog 2 (Drosophila)
2149,ENSG00000181104,2149,OTTHUMG00000131299,F2R,coagulation factor II (thrombin) receptor
2150,ENSG00000164251,2150,OTTHUMG00000102118,F2RL1,coagulation factor II (thrombin) receptor-like 1
2155,ENSG00000057593,2155,OTTHUMG00000017373,F7,coagulation factor VII (serum prothrombin conversion accelerator)
2162,ENSG00000124491,2162,OTTHUMG00000014186,F13A1,"coagulation factor XIII, A1 polypeptide"
2166,ENSG00000117480,2166,OTTHUMG00000007811,FAAH,fatty acid amide hydrolase
2180,ENSG00000151726,2180,OTTHUMG00000160547,ACSL1,acyl-CoA synthetase long-chain family member 1
2192,ENSG00000077942,2192,OTTHUMG00000151340,FBLN1,fibulin 1
2195,ENSG00000083857,2195,OTTHUMG00000160320,FAT1,FAT tumor suppressor homolog 1 (Drosophila)
2202,ENSG00000115380,2202,OTTHUMG00000129343,EFEMP1,EGF containing fibulin-like extracellular matrix protein 1
2203,ENSG00000165140,2203,OTTHUMG00000020268,FBP1,"fructose-1,6-bisphosphatase 1"
2208,ENSG00000104921,2208,OTTHUMG00000182517,FCER2,"Fc fragment of IgE, low affinity II, receptor for (CD23)"
2239,ENSG00000076716,2239,OTTHUMG00000022434,GPC4,glypican 4
2247,ENSG00000138685,2247,OTTHUMG00000039506,FGF2,fibroblast growth factor 2 (basic)
2248,ENSG00000186895,2248,OTTHUMG00000167888,FGF3,fibroblast growth factor 3
2249,ENSG00000075388,2249,OTTHUMG00000167887,FGF4,fibroblast growth factor 4
2250,ENSG00000138675,2250,OTTHUMG00000130288,FGF5,fibroblast growth factor 5
2253,ENSG00000107831,2253,OTTHUMG00000018940,FGF8,fibroblast growth factor 8 (androgen-induced)
2254,ENSG00000102678,2254,OTTHUMG00000017412,FGF9,fibroblast growth factor 9 (glia-activating factor)
2255,ENSG00000070193,2255,OTTHUMG00000131153,FGF10,fibroblast growth factor 10
2256,ENSG00000161958,2256,OTTHUMG00000108136,FGF11,fibroblast growth factor 11
2259,ENSG00000102466,2259,OTTHUMG00000017303,FGF14,fibroblast growth factor 14
2260,ENSG00000077782,2260,OTTHUMG00000147366,FGFR1,fibroblast growth factor receptor 1
2261,ENSG00000068078,2261,OTTHUMG00000121148,FGFR3,fibroblast growth factor receptor 3
2262,ENSG00000179399,2262,OTTHUMG00000017200,GPC5,glypican 5
2263,ENSG00000066468,2263,OTTHUMG00000019175,FGFR2,fibroblast growth factor receptor 2
2264,ENSG00000160867,2264,OTTHUMG00000151523,FGFR4,fibroblast growth factor receptor 4
2268,ENSG00000000938,2268,OTTHUMG00000003516,FGR,Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
2288,ENSG00000004478,2288,OTTHUMG00000090429,FKBP4,"FK506 binding protein 4, 59kDa"
2290,ENSG00000176165,2290,OTTHUMG00000140187,FOXG1,forkhead box G1
2294,ENSG00000103241,2294,OTTHUMG00000137651,FOXF1,forkhead box F1
2295,ENSG00000137273,2295,OTTHUMG00000016243,FOXF2,forkhead box F2
2296,ENSG00000054598,2296,OTTHUMG00000016182,FOXC1,forkhead box C1
2297,ENSG00000251493,2297,OTTHUMG00000162495,FOXD1,forkhead box D1
2298,ENSG00000170122,2298,OTTHUMG00000021015,FOXD4,forkhead box D4
2300,ENSG00000176678,2300,OTTHUMG00000137653,FOXL1,forkhead box L1
2301,ENSG00000186790,2301,OTTHUMG00000007954,FOXE3,forkhead box E3
2302,ENSG00000129654,2302,OTTHUMG00000180120,FOXJ1,forkhead box J1
2303,ENSG00000176692,2303,OTTHUMG00000137652,FOXC2,"forkhead box C2 (MFH-1, mesenchyme forkhead 1)"
2304,ENSG00000178919,2304,OTTHUMG00000020333,FOXE1,forkhead box E1 (thyroid transcription factor 2)
2306,ENSG00000186564,2306,OTTHUMG00000007950,FOXD2,forkhead box D2
2308,ENSG00000150907,2308,OTTHUMG00000016775,FOXO1,forkhead box O1
2309,ENSG00000118689,2309,OTTHUMG00000015327,FOXO3,forkhead box O3
2313,ENSG00000151702,2313,OTTHUMG00000165792,FLI1,Friend leukemia virus integration 1
2318,ENSG00000128591,2318,OTTHUMG00000023627,FLNC,"filamin C, gamma"
2321,ENSG00000102755,2321,OTTHUMG00000016648,FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)
2322,ENSG00000122025,2322,OTTHUMG00000016646,FLT3,fms-related tyrosine kinase 3
2324,ENSG00000037280,2324,OTTHUMG00000130931,FLT4,fms-related tyrosine kinase 4
2334,ENSG00000155966,2334,OTTHUMG00000022613,AFF2,"AF4/FMR2 family, member 2"
2335,ENSG00000115414,2335,OTTHUMG00000133054,FN1,fibronectin 1
2353,ENSG00000170345,2353,OTTHUMG00000171774,FOS,FBJ murine osteosarcoma viral oncogene homolog
2355,ENSG00000075426,2355,OTTHUMG00000097832,FOSL2,FOS-like antigen 2
2487,ENSG00000162998,2487,OTTHUMG00000132597,FRZB,frizzled-related protein
2494,ENSG00000116833,2494,OTTHUMG00000035635,NR5A2,"nuclear receptor subfamily 5, group A, member 2"
2516,ENSG00000136931,2516,OTTHUMG00000020655,NR5A1,"nuclear receptor subfamily 5, group A, member 1"
2517,ENSG00000179163,2517,OTTHUMG00000002965,FUCA1,"fucosidase, alpha-L- 1, tissue"
2523,ENSG00000174951,2523,OTTHUMG00000183325,FUT1,"fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)"
2524,ENSG00000176920,2524,OTTHUMG00000164427,FUT2,fucosyltransferase 2 (secretor status included)
2526,ENSG00000196371,2526,OTTHUMG00000167795,FUT4,"fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)"
2529,ENSG00000180549,2529,OTTHUMG00000020964,FUT7,"fucosyltransferase 7 (alpha (1,3) fucosyltransferase)"
2535,ENSG00000180340,2535,OTTHUMG00000181819,FZD2,frizzled family receptor 2
2549,ENSG00000109458,2549,OTTHUMG00000161432,GAB1,GRB2-associated binding protein 1
2550,ENSG00000204681,2550,OTTHUMG00000031095,GABBR1,"gamma-aminobutyric acid (GABA) B receptor, 1"
2557,ENSG00000109158,2557,OTTHUMG00000099431,GABRA4,"gamma-aminobutyric acid (GABA) A receptor, alpha 4"
2558,ENSG00000186297,2558,OTTHUMG00000171824,GABRA5,"gamma-aminobutyric acid (GABA) A receptor, alpha 5"
2559,ENSG00000145863,2559,OTTHUMG00000130351,GABRA6,"gamma-aminobutyric acid (GABA) A receptor, alpha 6"
2560,ENSG00000163288,2560,OTTHUMG00000044269,GABRB1,"gamma-aminobutyric acid (GABA) A receptor, beta 1"
2561,ENSG00000145864,2561,OTTHUMG00000130349,GABRB2,"gamma-aminobutyric acid (GABA) A receptor, beta 2"
2563,ENSG00000187730,2563,OTTHUMG00000041064,GABRD,"gamma-aminobutyric acid (GABA) A receptor, delta"
2571,ENSG00000128683,2571,OTTHUMG00000044175,GAD1,"glutamate decarboxylase 1 (brain, 67kDa)"
2572,ENSG00000136750,2572,OTTHUMG00000017836,GAD2,"glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)"
2583,ENSG00000135454,2583,OTTHUMG00000170190,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyl transferase 1"
2587,ENSG00000166573,2587,OTTHUMG00000132875,GALR1,galanin receptor 1
2591,ENSG00000115339,2591,OTTHUMG00000132157,GALNT3,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)
2596,ENSG00000172020,2596,OTTHUMG00000133758,GAP43,growth associated protein 43
2615,ENSG00000137507,2615,OTTHUMG00000133687,LRRC32,leucine rich repeat containing 32
2619,ENSG00000180447,2619,OTTHUMG00000020141,GAS1,growth arrest-specific 1
2621,ENSG00000183087,2621,OTTHUMG00000017395,GAS6,growth arrest-specific 6
2622,ENSG00000141013,2622,OTTHUMG00000138988,GAS8,growth arrest-specific 8
2624,ENSG00000179348,2624,OTTHUMG00000159689,GATA2,GATA binding protein 2
2625,ENSG00000107485,2625,OTTHUMG00000017640,GATA3,GATA binding protein 3
2626,ENSG00000136574,2626,OTTHUMG00000090800,GATA4,GATA binding protein 4
2627,ENSG00000141448,2627,OTTHUMG00000131767,GATA6,GATA binding protein 6
2637,ENSG00000168505,2637,OTTHUMG00000133294,GBX2,gastrulation brain homeobox 2
2639,ENSG00000105607,2639,OTTHUMG00000180561,GCDH,glutaryl-CoA dehydrogenase
2642,ENSG00000215644,2642,OTTHUMG00000177914,GCGR,glucagon receptor
2649,ENSG00000148200,2649,OTTHUMG00000020661,NR6A1,"nuclear receptor subfamily 6, group A, member 1"
2651,ENSG00000111846,2651,OTTHUMG00000014244,GCNT2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)"
2662,ENSG00000107623,2662,OTTHUMG00000018144,GDF10,growth differentiation factor 10
2668,ENSG00000168621,2668,OTTHUMG00000090809,GDNF,glial cell derived neurotrophic factor
2669,ENSG00000164949,2669,OTTHUMG00000164392,GEM,GTP binding protein overexpressed in skeletal muscle
2671,ENSG00000127554,2671,OTTHUMG00000176896,GFER,"growth factor, augmenter of liver regeneration"
2672,ENSG00000162676,2672,OTTHUMG00000010897,GFI1,growth factor independent 1 transcription repressor
2674,ENSG00000151892,2674,OTTHUMG00000019097,GFRA1,GDNF family receptor alpha 1
2676,ENSG00000146013,2676,OTTHUMG00000129200,GFRA3,GDNF family receptor alpha 3
2683,ENSG00000086062,2683,OTTHUMG00000019764,B4GALT1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"
2686,ENSG00000131067,2686,OTTHUMG00000032314,GGT7,gamma-glutamyltransferase 7
2690,ENSG00000112964,2690,OTTHUMG00000094791,GHR,growth hormone receptor
2691,ENSG00000118702,2691,OTTHUMG00000032413,GHRH,growth hormone releasing hormone
2693,ENSG00000121853,2693,OTTHUMG00000156946,GHSR,growth hormone secretagogue receptor
2696,ENSG00000010310,2696,OTTHUMG00000182129,GIPR,gastric inhibitory polypeptide receptor
2700,ENSG00000121743,2700,OTTHUMG00000016510,GJA3,"gap junction protein, alpha 3, 46kDa"
2701,ENSG00000187513,2701,OTTHUMG00000004050,GJA4,"gap junction protein, alpha 4, 37kDa"
2706,ENSG00000165474,2706,OTTHUMG00000016513,GJB2,"gap junction protein, beta 2, 26kDa"
2707,ENSG00000188910,2707,OTTHUMG00000004051,GJB3,"gap junction protein, beta 3, 31kDa"
2719,ENSG00000147257,2719,OTTHUMG00000022448,GPC3,glypican 3
2731,ENSG00000178445,2731,OTTHUMG00000019524,GLDC,glycine dehydrogenase (decarboxylating)
2736,ENSG00000074047,2736,OTTHUMG00000153741,GLI2,GLI family zinc finger 2
2740,ENSG00000112164,2740,OTTHUMG00000014638,GLP1R,glucagon-like peptide 1 receptor
2766,ENSG00000137198,2766,OTTHUMG00000014302,GMPR,guanosine monophosphate reductase
2774,ENSG00000141404,2774,OTTHUMG00000131660,GNAL,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type"
