2353,,,,,
All IDs for CfosEtoh01,Ensembl Gene IDs,Entrez IDs,HAVANA IDs,Symbols,Description
8968,ENSG00000256018; ENSG00000124693; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018,8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968,OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436,HIST1H3G; HIST1H3B; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G,"histone cluster 1, H3g"
8968,ENSG00000256018; ENSG00000124693; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018,8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968,OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436,HIST1H3G; HIST1H3B; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G,"histone cluster 1, H3g"
8968,ENSG00000256018; ENSG00000124693; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018,8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968,OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436,HIST1H3G; HIST1H3B; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G,"histone cluster 1, H3g"
8968,ENSG00000256018; ENSG00000124693; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018,8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968,OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436,HIST1H3G; HIST1H3B; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G,"histone cluster 1, H3g"
8968,ENSG00000256018; ENSG00000124693; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018,8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968,OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436,HIST1H3G; HIST1H3B; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G,"histone cluster 1, H3g"
8968,ENSG00000256018; ENSG00000124693; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018,8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968,OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436,HIST1H3G; HIST1H3B; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G,"histone cluster 1, H3g"
8968,ENSG00000256018; ENSG00000124693; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018; ENSG00000256018; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000124693; ENSG00000198366; ENSG00000198366; ENSG00000197409; ENSG00000197409; ENSG00000197409; ENSG00000256018; ENSG00000256018,8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968; 8968,OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014436; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014415; OTTHUMG00000014418; OTTHUMG00000014418; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014433; OTTHUMG00000014436; OTTHUMG00000014436,HIST1H3G; HIST1H3B; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G; HIST1H3G; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3B; HIST1H3A; HIST1H3A; HIST1H3D; HIST1H3D; HIST1H3D; HIST1H3G; HIST1H3G,"histone cluster 1, H3g"
8974,ENSG00000072682,8974,OTTHUMG00000059647,P4HA2,"prolyl 4-hydroxylase, alpha polypeptide II"
8985,ENSG00000106397,8985,OTTHUMG00000157111,PLOD3,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3"
8986,ENSG00000162302,8986,OTTHUMG00000046094,RPS6KA4,"ribosomal protein S6 kinase, 90kDa, polypeptide 4"
8992,ENSG00000113732,8992,OTTHUMG00000130518,ATP6V0E1,"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1"
8993,ENSG00000008438,8993,OTTHUMG00000182489,PGLYRP1,peptidoglycan recognition protein 1
8994,ENSG00000144791,8994,OTTHUMG00000133453,LIMD1,LIM domains containing 1
8995,ENSG00000120337,8995,OTTHUMG00000034835,TNFSF18,"tumor necrosis factor (ligand) superfamily, member 18"
9001,ENSG00000173805,9001,OTTHUMG00000133498,HAP1,huntingtin-associated protein 1
9002,ENSG00000127533,9002,OTTHUMG00000182647,F2RL3,coagulation factor II (thrombin) receptor-like 3
9014,ENSG00000115750,9014,OTTHUMG00000151673,TAF1B,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa"
9021,ENSG00000184557,9021,OTTHUMG00000177513,SOCS3,suppressor of cytokine signaling 3
9026,ENSG00000130787,9026,OTTHUMG00000168765,HIP1R,huntingtin interacting protein 1 related
9028,ENSG00000103269,9028,OTTHUMG00000121141,RHBDL1,"rhomboid, veinlet-like 1 (Drosophila)"
9039,ENSG00000144744,9039,OTTHUMG00000154325,UBA3,ubiquitin-like modifier activating enzyme 3
9043,ENSG00000008294,9043,OTTHUMG00000162316,SPAG9,sperm associated antigen 9
9045,ENSG00000188846,9045,OTTHUMG00000156046,RPL14,ribosomal protein L14
9046,ENSG00000147443,9046,OTTHUMG00000131075,DOK2,"docking protein 2, 56kDa"
9047,ENSG00000027869,9047,OTTHUMG00000041305,SH2D2A,SH2 domain containing 2A
9048,ENSG00000117407,9048,OTTHUMG00000007705,ARTN,artemin
9050,ENSG00000152229,9050,OTTHUMG00000152674,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2
9052,ENSG00000013588,9052,OTTHUMG00000168710,GPRC5A,"G protein-coupled receptor, family C, group 5, member A"
9055,ENSG00000198901,9055,OTTHUMG00000171685,PRC1,protein regulator of cytokinesis 1
9056,ENSG00000155465,9056,OTTHUMG00000028692,SLC7A7,"solute carrier family 7 (amino acid transporter light chain, y+L system), member 7"
9057,ENSG00000103064,9057,OTTHUMG00000176544,SLC7A6,"solute carrier family 7 (amino acid transporter light chain, y+L system), member 6"
9069,ENSG00000157224,9069,OTTHUMG00000156612,CLDN12,claudin 12
9074,ENSG00000184697,9074,OTTHUMG00000128999,CLDN6,claudin 6
9075,ENSG00000165376,9075,OTTHUMG00000022154,CLDN2,claudin 2
9076,ENSG00000163347,9076,OTTHUMG00000156214,CLDN1,claudin 1
9095,ENSG00000143178,9095,OTTHUMG00000034648,TBX19,T-box 19
9099,ENSG00000036672,9099,OTTHUMG00000166200,USP2,ubiquitin specific peptidase 2
9107,ENSG00000139505,9107,OTTHUMG00000016606,MTMR6,myotubularin related protein 6
9110,ENSG00000108389,9110,OTTHUMG00000179079,MTMR4,myotubularin related protein 4
9111,ENSG00000123609,9111,OTTHUMG00000131867,NMI,N-myc (and STAT) interactor
9114,ENSG00000159720,9114,OTTHUMG00000137515,ATP6V0D1,"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1"
9117,ENSG00000093183,9117,OTTHUMG00000131797,SEC22C,SEC22 vesicle trafficking protein homolog C (S. cerevisiae)
9118,ENSG00000148798,9118,OTTHUMG00000018986,INA,"internexin neuronal intermediate filament protein, alpha"
9119,ENSG00000170454,9119,OTTHUMG00000169592,KRT75,keratin 75
9121,ENSG00000170190,9121,OTTHUMG00000179277,SLC16A5,"solute carrier family 16, member 5 (monocarboxylic acid transporter 6)"
9122,ENSG00000168679,9122,OTTHUMG00000011285,SLC16A4,"solute carrier family 16, member 4 (monocarboxylic acid transporter 5)"
9129,ENSG00000117360,9129,OTTHUMG00000012807,PRPF3,PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae)
9130,ENSG00000071859,9130,OTTHUMG00000033292,FAM50A,"family with sequence similarity 50, member A"
9138,ENSG00000076928,9138,OTTHUMG00000182679,ARHGEF1,Rho guanine nucleotide exchange factor (GEF) 1
9143,ENSG00000127561,9143,OTTHUMG00000128711,SYNGR3,synaptogyrin 3
9146,ENSG00000185359,9146,OTTHUMG00000178109,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate
9148,ENSG00000107954,9148,OTTHUMG00000018995,NEURL,neuralized homolog (Drosophila)
9153,ENSG00000137860,9153,OTTHUMG00000131426,SLC28A2,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 2"
9166,ENSG00000147654,9166,OTTHUMG00000165346,EBAG9,"estrogen receptor binding site associated, antigen, 9"
9167,ENSG00000115944,9167,OTTHUMG00000128605,COX7A2L,cytochrome c oxidase subunit VIIa polypeptide 2 like
9169,ENSG00000139218,9169,OTTHUMG00000149930,SCAF11,SR-related CTD-associated factor 11
9170,ENSG00000064547,9170,OTTHUMG00000182328,LPAR2,lysophosphatidic acid receptor 2
9173,ENSG00000115602,9173,OTTHUMG00000130782,IL1RL1,interleukin 1 receptor-like 1
9175,ENSG00000073803,9175,OTTHUMG00000156673,MAP3K13,mitogen-activated protein kinase kinase kinase 13
9180,ENSG00000145623,9180,OTTHUMG00000090811,OSMR,oncostatin M receptor
9183,ENSG00000086827,9183,OTTHUMG00000168190,ZW10,"ZW10, kinetochore associated, homolog (Drosophila)"
9184,ENSG00000154473,9184,OTTHUMG00000019197,BUB3,budding uninhibited by benzimidazoles 3 homolog (yeast)
9188,ENSG00000165732,9188,OTTHUMG00000018366,DDX21,DEAD (Asp-Glu-Ala-Asp) box helicase 21
9191,ENSG00000158796,9191,OTTHUMG00000033104,DEDD,death effector domain containing
9194,ENSG00000118596,9194,OTTHUMG00000169923,SLC16A7,"solute carrier family 16, member 7 (monocarboxylic acid transporter 2)"
9196,ENSG00000170049,9196,OTTHUMG00000108170,KCNAB3,"potassium voltage-gated channel, shaker-related subfamily, beta member 3"
9197,ENSG00000169359,9197,OTTHUMG00000158481,SLC33A1,"solute carrier family 33 (acetyl-CoA transporter), member 1"
9200,ENSG00000165996,9200,OTTHUMG00000017750,PTPLA,"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A"
9202,ENSG00000146463,9202,OTTHUMG00000004241,ZMYM4,"zinc finger, MYM-type 4"
9205,ENSG00000132950,9205,OTTHUMG00000016504,ZMYM5,"zinc finger, MYM-type 5"
9209,ENSG00000093167,9209,OTTHUMG00000130796,LRRFIP2,leucine rich repeat (in FLII) interacting protein 2
9211,ENSG00000108231,9211,OTTHUMG00000018777,LGI1,"leucine-rich, glioma inactivated 1"
9213,ENSG00000143324,9213,OTTHUMG00000035116,XPR1,xenotropic and polytropic retrovirus receptor 1
9214,ENSG00000162894,9214,OTTHUMG00000036457,FAIM3,Fas apoptotic inhibitory molecule 3
9218,ENSG00000101558,9218,OTTHUMG00000131603,VAPA,"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa"
9221,ENSG00000166197,9221,OTTHUMG00000018944,NOLC1,nucleolar and coiled-body phosphoprotein 1
9230,ENSG00000185236,9230,OTTHUMG00000182278,RAB11B,"RAB11B, member RAS oncogene family"
9232,ENSG00000164611,9232,OTTHUMG00000130328,PTTG1,pituitary tumor-transforming 1
9246,ENSG00000156587,9246,OTTHUMG00000167047,UBE2L6,ubiquitin-conjugating enzyme E2L 6
9249,ENSG00000162496,9249,OTTHUMG00000001885,DHRS3,dehydrogenase/reductase (SDR family) member 3
9258,ENSG00000147324,9258,OTTHUMG00000163676,MFHAS1,malignant fibrous histiocytoma amplified sequence 1
9260,ENSG00000196923,9260,OTTHUMG00000130853,PDLIM7,PDZ and LIM domain 7 (enigma)
9261,ENSG00000162889,9261,OTTHUMG00000036342,MAPKAPK2,mitogen-activated protein kinase-activated protein kinase 2
9263,ENSG00000164543,9263,OTTHUMG00000022825,STK17A,serine/threonine kinase 17a
9275,ENSG00000106635,9275,OTTHUMG00000023412,BCL7B,B-cell CLL/lymphoma 7B
9278,ENSG00000236104,9278,OTTHUMG00000031110,ZBTB22,zinc finger and BTB domain containing 22
9289,ENSG00000205336,9289,OTTHUMG00000176742,GPR56,G protein-coupled receptor 56
9290,ENSG00000135898,9290,OTTHUMG00000133224,GPR55,G protein-coupled receptor 55
9310,ENSG00000159917,9310,OTTHUMG00000182353,ZNF235,zinc finger protein 235
9313,ENSG00000137674,9313,OTTHUMG00000168081,MMP20,matrix metallopeptidase 20
9314,ENSG00000136826,9314,OTTHUMG00000020449,KLF4,Kruppel-like factor 4 (gut)
9315,ENSG00000134986,9315,OTTHUMG00000128795,NREP,neuronal regeneration related protein homolog (rat)
9317,ENSG00000165983,9317,OTTHUMG00000017737,PTER,phosphotriesterase related
9318,ENSG00000166200,9318,OTTHUMG00000172324,COPS2,COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)
