23512,,,,,
All IDs for Suz12,Ensembl Gene IDs,Entrez IDs,HAVANA IDs,Symbols,Description
166929,ENSG00000164023,166929,OTTHUMG00000131811,SGMS2,sphingomyelin synthase 2
167826,ENSG00000177468,167826,OTTHUMG00000015657,OLIG3,oligodendrocyte transcription factor 3
170302,ENSG00000004848,170302,OTTHUMG00000021275,ARX,aristaless related homeobox
170393,ENSG00000180066,170393,OTTHUMG00000019289,C10orf91,chromosome 10 open reading frame 91
170689,ENSG00000166106,170689,OTTHUMG00000165657,ADAMTS15,"ADAM metallopeptidase with thrombospondin type 1 motif, 15"
170825,ENSG00000180613,170825,OTTHUMG00000128696,GSX2,GS homeobox 2
196394,ENSG00000151743,196394,OTTHUMG00000169192,AMN1,antagonist of mitotic exit network 1 homolog (S. cerevisiae)
196528,ENSG00000189079,196528,OTTHUMG00000150487,ARID2,"AT rich interactive domain 2 (ARID, RFX-like)"
200132,ENSG00000152760,200132,OTTHUMG00000009162,TCTEX1D1,Tctex1 domain containing 1
200150,ENSG00000180287,200150,OTTHUMG00000039867,PLD5,"phospholipase D family, member 5"
200350,ENSG00000184492,200350,OTTHUMG00000131359,FOXD4L1,forkhead box D4-like 1
200403,ENSG00000168658,200403,OTTHUMG00000153104,VWA3B,von Willebrand factor A domain containing 3B
200407,ENSG00000175874,200407,OTTHUMG00000130692,CREG2,cellular repressor of E1A-stimulated genes 2
201176,ENSG00000159314,201176,OTTHUMG00000166982,ARHGAP27,Rho GTPase activating protein 27
203100,ENSG00000169495,203100,OTTHUMG00000164070,HTRA4,HtrA serine peptidase 4
203190,ENSG00000168481,203190,OTTHUMG00000131599,LGI3,"leucine-rich repeat LGI family, member 3"
204962,ENSG00000137968,204962,OTTHUMG00000009721,SLC44A5,"solute carrier family 44, member 5"
206338,ENSG00000172901,206338,OTTHUMG00000128890,AQPEP,Aminopeptidase Q
219287,ENSG00000165566,219287,OTTHUMG00000016602,FAM123A,family with sequence similarity 123A
219409,ENSG00000169840,219409,OTTHUMG00000016637,GSX1,GS homeobox 1
219623,ENSG00000196932,219623,OTTHUMG00000018293,TMEM26,transmembrane protein 26
219833,ENSG00000174370,219833,OTTHUMG00000165796,C11orf45,chromosome 11 open reading frame 45
220164,ENSG00000206052,220164,OTTHUMG00000178688,DOK6,docking protein 6
220382,ENSG00000182103,220382,OTTHUMG00000166869,FAM181B,"family with sequence similarity 181, member B"
221303,ENSG00000183807,221303,OTTHUMG00000015446,FAM162B,"family with sequence similarity 162, member B"
221833,ENSG00000164651,221833,OTTHUMG00000094788,SP8,Sp8 transcription factor
222008,ENSG00000170419,222008,OTTHUMG00000129271,VSTM2A,V-set and transmembrane domain containing 2A
222171,ENSG00000176532,222171,OTTHUMG00000128555,PRR15,proline rich 15
222546,ENSG00000185002,222546,OTTHUMG00000015449,RFX6,"regulatory factor X, 6"
222865,ENSG00000166448,222865,OTTHUMG00000154419,TMEM130,transmembrane protein 130
222894,ENSG00000146618,222894,OTTHUMG00000090823,FERD3L,Fer3-like (Drosophila)
245806,ENSG00000170162,245806,OTTHUMG00000015451,VGLL2,vestigial like 2 (Drosophila)
245930,ENSG00000215545,245930,OTTHUMG00000159285,DEFB116,"defensin, beta 116"
245973,ENSG00000143882,245973,OTTHUMG00000090459,ATP6V1C2,"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2"
253650,ENSG00000180071,253650,OTTHUMG00000019950,ANKRD18A,ankyrin repeat domain 18A
253738,ENSG00000108001,253738,OTTHUMG00000019265,EBF3,early B-cell factor 3
253970,ENSG00000229415,253970,OTTHUMG00000170540,SFTA3,surfactant associated 3
254122,ENSG00000172803,254122,OTTHUMG00000128491,SNX32,sorting nexin 32
254173,ENSG00000162571,254173,OTTHUMG00000000851,TTLL10,"tubulin tyrosine ligase-like family, member 10"
254910,ENSG00000186207,254910,OTTHUMG00000014401,LCE5A,late cornified envelope 5A
255189,ENSG00000168907,255189,OTTHUMG00000172782,PLA2G4F,"phospholipase A2, group IVF"
255231,ENSG00000153898,255231,OTTHUMG00000009954,MCOLN2,mucolipin 2
255426,ENSG00000146090,255426,OTTHUMG00000130914,RASGEF1C,"RasGEF domain family, member 1C"
255743,ENSG00000168743,255743,OTTHUMG00000161189,NPNT,nephronectin
256076,ENSG00000172752,256076,OTTHUMG00000159712,COL6A5,"collagen, type VI, alpha 5"
256297,ENSG00000168267,256297,OTTHUMG00000017815,PTF1A,"pancreas specific transcription factor, 1a"
256329,ENSG00000185522,256329,OTTHUMG00000132005,C11orf35,chromosome 11 open reading frame 35
257019,ENSG00000172159,257019,OTTHUMG00000020103,FRMD3,FERM domain containing 3
257236,ENSG00000173013,257236,OTTHUMG00000125511,CCDC96,coiled-coil domain containing 96
259232,ENSG00000102452,259232,OTTHUMG00000017295,NALCN,"sodium leak channel, non-selective"
260434,ENSG00000169900,260434,OTTHUMG00000132407,PYDC1,PYD (pyrin domain) containing 1
266722,ENSG00000185352,266722,OTTHUMG00000017232,HS6ST3,heparan sulfate 6-O-sulfotransferase 3
266727,ENSG00000112139,266727,OTTHUMG00000014626,MDGA1,MAM domain containing glycosylphosphatidylinositol anchor 1
266743,ENSG00000174576,266743,OTTHUMG00000167045,NPAS4,neuronal PAS domain protein 4
282616,ENSG00000183709,282616,OTTHUMG00000182806,IL28A,"interleukin 28A (interferon, lambda 2)"
282996,ENSG00000203867,282996,OTTHUMG00000019043,RBM20,RNA binding motif protein 20
283078,ENSG00000150051,283078,OTTHUMG00000017862,MKX,mohawk homeobox
283212,ENSG00000149243,283212,OTTHUMG00000133573,KLHL35,kelch-like 35 (Drosophila)
283383,ENSG00000111452,283383,OTTHUMG00000168339,GPR133,G protein-coupled receptor 133
283659,ENSG00000166450,283659,OTTHUMG00000172591,PRTG,protogenin
283849,ENSG00000179044,283849,OTTHUMG00000137508,EXOC3L1,exocyst complex component 3-like 1
283948,ENSG00000257108,283948,OTTHUMG00000047857,NHLRC4,NHL repeat containing 4
283987,ENSG00000167861,283987,OTTHUMG00000166490,HID1,chromosome 17 open reading frame 28
283999,ENSG00000204278,283999,OTTHUMG00000170345,TMEM235,transmembrane protein 235
284273,ENSG00000180011,284273,OTTHUMG00000132858,ZADH2,zinc binding alcohol dehydrogenase domain containing 2
284361,ENSG00000161671,284361,OTTHUMG00000183042,EMC10,ER membrane protein complex subunit 10
284565,ENSG00000243452,284565,OTTHUMG00000013634,NBPF15,"neuroblastoma breakpoint family, member 15"
284615,ENSG00000181039,284615,OTTHUMG00000013740,ANKRD34A,ankyrin repeat domain 34A
284654,ENSG00000169218,284654,OTTHUMG00000004321,RSPO1,R-spondin 1
284656,ENSG00000183317,284656,OTTHUMG00000004325,EPHA10,EPH receptor A10
284677,ENSG00000188004,284677,OTTHUMG00000035430,C1orf204,chromosome 1 open reading frame 204
285016,ENSG00000189292,285016,OTTHUMG00000151366,FAM150B,"family with sequence similarity 150, member B"
285093,ENSG00000188011,285093,OTTHUMG00000151341,CXXC11,CXXC finger protein 11
285180,ENSG00000188282,285180,OTTHUMG00000155235,RUFY4,RUN and FYVE domain containing 4
285382,ENSG00000187068,285382,OTTHUMG00000156696,C3orf70,chromosome 3 open reading frame 70
285888,ENSG00000146910,285888,OTTHUMG00000151353,CNPY1,canopy 1 homolog (zebrafish)
317649,ENSG00000163412,317649,OTTHUMG00000158797,EIF4E3,eukaryotic translation initiation factor 4E family member 3
317761,ENSG00000179008,317761,OTTHUMG00000140332,C14orf39,chromosome 14 open reading frame 39
338557,ENSG00000186188,338557,OTTHUMG00000034409,O3FAR1,omega-3 fatty acid receptor 1
338761,ENSG00000186897,338761,OTTHUMG00000169515,C1QL4,"complement component 1, q subcomponent-like 4"
338917,ENSG00000119614,338917,OTTHUMG00000171206,VSX2,visual system homeobox 2
339390,ENSG00000182566,339390,OTTHUMG00000182519,CLEC4G,"C-type lectin domain family 4, member G"
339488,ENSG00000116819,339488,OTTHUMG00000004388,TFAP2E,transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon)
339855,ENSG00000174611,339855,OTTHUMG00000159788,KY,kyphoscoliosis peptidase
339896,ENSG00000144644,339896,OTTHUMG00000130621,GADL1,glutamate decarboxylase-like 1
340120,ENSG00000189127,340120,OTTHUMG00000162541,ANKRD34B,ankyrin repeat domain 34B
340146,ENSG00000182747,340146,OTTHUMG00000015651,SLC35D3,"solute carrier family 35, member D3"
340260,ENSG00000164853,340260,OTTHUMG00000152022,UNCX,UNC homeobox
340419,ENSG00000147655,340419,OTTHUMG00000164893,RSPO2,R-spondin 2
340665,ENSG00000187553,340665,OTTHUMG00000018766,CYP26C1,"cytochrome P450, family 26, subfamily C, polypeptide 1"
340784,ENSG00000188620,340784,OTTHUMG00000019199,HMX3,H6 family homeobox 3
342667,ENSG00000141750,342667,OTTHUMG00000179039,STAC2,SH3 and cysteine rich domain 2
342865,ENSG00000187135,342865,OTTHUMG00000182002,VSTM2B,V-set and transmembrane domain containing 2B
342977,ENSG00000187556,342977,OTTHUMG00000181850,NANOS3,nanos homolog 3 (Drosophila)
343263,ENSG00000221986,343263,OTTHUMG00000012002,MYBPHL,myosin binding protein H-like
343472,ENSG00000143032,343472,OTTHUMG00000010020,BARHL2,BarH-like homeobox 2
343990,ENSG00000196872,343990,OTTHUMG00000153171,KIAA1211L,KIAA1211-like
344018,ENSG00000183733,344018,OTTHUMG00000153440,FIGLA,folliculogenesis specific basic helix-loop-helix
344022,ENSG00000214513,344022,OTTHUMG00000164128,NOTO,notochord homeobox
344191,ENSG00000174279,344191,OTTHUMG00000154173,EVX2,even-skipped homeobox 2
344558,ENSG00000172985,344558,OTTHUMG00000153439,SH3RF3,SH3 domain containing ring finger 3
344561,ENSG00000173302,344561,OTTHUMG00000131655,GPR148,G protein-coupled receptor 148
345079,ENSG00000186212,345079,OTTHUMG00000160876,SOWAHB,sosondowah ankyrin repeat domain family member B
345456,ENSG00000196570,345456,OTTHUMG00000163408,PFN3,profilin 3
345643,ENSG00000234602,345643,OTTHUMG00000162600,MCIN,multiciliate cell differentiation 1
347730,ENSG00000162951,347730,OTTHUMG00000130021,LRRTM1,leucine rich repeat transmembrane neuronal 1
347741,ENSG00000182938,347741,OTTHUMG00000179216,OTOP3,otopetrin 3
348013,ENSG00000184497,348013,OTTHUMG00000017398,FAM70B,"family with sequence similarity 70, member B"
348378,ENSG00000182183,348378,OTTHUMG00000008330,FAM159A,"family with sequence similarity 159, member A"
348487,ENSG00000185519,348487,OTTHUMG00000009525,FAM131C,"family with sequence similarity 131, member C"
348932,ENSG00000164363,348932,OTTHUMG00000090356,SLC6A18,"solute carrier family 6, member 18"
349075,ENSG00000178665,349075,OTTHUMG00000156175,ZNF713,zinc finger protein 713
349667,ENSG00000186907,349667,OTTHUMG00000167028,RTN4RL2,reticulon 4 receptor-like 2
353091,ENSG00000203722,353091,OTTHUMG00000015802,RAET1G,retinoic acid early transcript 1G
353174,ENSG00000186919,353174,OTTHUMG00000157186,ZACN,zinc activated ligand-gated ion channel
353500,ENSG00000183682,353500,OTTHUMG00000008394,BMP8A,bone morphogenetic protein 8a
373856,ENSG00000161133,373856,OTTHUMG00000151317,USP41,ubiquitin specific peptidase 41
374383,ENSG00000188211,374383,OTTHUMG00000165913,NCR3LG1,natural killer cell cytotoxicity receptor 3 ligand 1
375298,ENSG00000188452,375298,OTTHUMG00000154315,CERKL,ceramide kinase-like
375567,ENSG00000188730,375567,OTTHUMG00000129265,VWC2,von Willebrand factor C domain containing 2
375686,ENSG00000186583,375686,OTTHUMG00000156976,SPATC1,spermatogenesis and centriole associated 1
375759,ENSG00000179058,375759,OTTHUMG00000020786,C9orf50,chromosome 9 open reading frame 50
387856,ENSG00000177875,387856,OTTHUMG00000169902,C12orf68,chromosome 12 open reading frame 68
387885,ENSG00000186710,387885,OTTHUMG00000169655,CCDC42B,coiled-coil domain containing 42B
387890,ENSG00000224982,387890,OTTHUMG00000168944,TMEM233,transmembrane protein 233
387914,ENSG00000180730,387914,OTTHUMG00000016612,SHISA2,shisa homolog 2 (Xenopus laevis)
388407,ENSG00000187013,388407,OTTHUMG00000180077,C17orf82,chromosome 17 open reading frame 82
388531,ENSG00000186326,388531,OTTHUMG00000180227,RGS9BP,regulator of G protein signaling 9 binding protein
388662,ENSG00000197106,388662,OTTHUMG00000011761,SLC6A17,"solute carrier family 6, member 17"
389058,ENSG00000204335,389058,OTTHUMG00000154053,SP5,Sp5 transcription factor
389289,ENSG00000177721,389289,OTTHUMG00000162232,ANXA2R,annexin A2 receptor
389432,ENSG00000203727,389432,OTTHUMG00000015767,SAMD5,sterile alpha motif domain containing 5
389434,ENSG00000009765,389434,OTTHUMG00000016347,IYD,iodotyrosine deiodinase
389549,ENSG00000128610,389549,OTTHUMG00000157091,FEZF1,FEZ family zinc finger 1
389658,ENSG00000196711,389658,OTTHUMG00000164256,FAM150A,"family with sequence similarity 150, member A"
389692,ENSG00000182759,389692,OTTHUMG00000165037,MAFA,v-maf musculoaponeurotic fibrosarcoma oncogene homolog A (avian)
389816,ENSG00000184709,389816,OTTHUMG00000020980,LRRC26,leucine rich repeat containing 26
390259,ENSG00000188909,390259,OTTHUMG00000150247,BSX,brain-specific homeobox
390598,ENSG00000188779,390598,OTTHUMG00000170878,SKOR1,SKI family transcriptional corepressor 1
390616,ENSG00000235711,390616,OTTHUMG00000172072,ANKRD34C,ankyrin repeat domain 34C
390874,ENSG00000205922,390874,OTTHUMG00000172429,ONECUT3,one cut homeobox 3
391123,ENSG00000243284,391123,OTTHUMG00000168834,VSIG8,V-set and immunoglobulin domain containing 8
391723,ENSG00000187821,391723,OTTHUMG00000160484,HELT,helt bHLH transcription factor
392255,ENSG00000156466,392255,OTTHUMG00000164710,GDF6,growth differentiation factor 6
399947,ENSG00000185742,399947,OTTHUMG00000166559,C11orf87,chromosome 11 open reading frame 87
400591,ENSG00000197322,400591,OTTHUMG00000156883,C17orf102,chromosome 17 open reading frame 102
400935,ENSG00000188263,400935,OTTHUMG00000150242,IL17REL,interleukin 17 receptor E-like
400954,ENSG00000214595,400954,OTTHUMG00000152035,EML6,echinoderm microtubule associated protein like 6
401089,ENSG00000206262,401089,OTTHUMG00000159886,C3orf72,chromosome 3 open reading frame 72
401097,ENSG00000180044,401097,N/A,C3orf80,chromosome 3 open reading frame 80
401265,ENSG00000124743,401265,OTTHUMG00000014882,KLHL31,kelch-like 31 (Drosophila)
401399,ENSG00000224940,401399,OTTHUMG00000157714,PRRT4,proline-rich transmembrane protein 4
401562,ENSG00000214402,401562,OTTHUMG00000159546,LCNL1,lipocalin-like 1
402778,ENSG00000244242,402778,OTTHUMG00000043933,IFITM10,interferon induced transmembrane protein 10
404266,ENSG00000233101,404266,OTTHUMG00000159919,HOXB-AS3,HOXB cluster antisense RNA 3
405753,ENSG00000140274,405753,OTTHUMG00000131354,DUOXA2,dual oxidase maturation factor 2
431707,ENSG00000162624,431707,OTTHUMG00000009692,LHX8,LIM homeobox 8
440034,ENSG00000049449,440034,OTTHUMG00000166227,RCN1,"reticulocalbin 1, EF-hand calcium binding domain"
440730,ENSG00000119283,440730,OTTHUMG00000037958,TRIM67,tripartite motif containing 67
440829,ENSG00000234965,440829,OTTHUMG00000151273,SHISA8,shisa homolog 8 (Xenopus laevis)
441631,ENSG00000110900,441631,OTTHUMG00000168484,TSPAN11,tetraspanin 11
442425,ENSG00000204612,442425,OTTHUMG00000020051,FOXB2,forkhead box B2
442920,ENSG00000078399,442920,OTTHUMG00000023220,HOXA9,homeobox A9
493829,ENSG00000177238,493829,OTTHUMG00000176754,TRIM72,tripartite motif containing 72
641372,ENSG00000205669,641372,OTTHUMG00000171609,ACOT6,acyl-CoA thioesterase 6
642597,ENSG00000231824,642597,OTTHUMG00000178457,C18orf42,chromosome 18 open reading frame 42
644168,ENSG00000165606,644168,OTTHUMG00000018192,DRGX,dorsal root ganglia homeobox
644524,ENSG00000125816,644524,OTTHUMG00000032022,NKX2-4,NK2 homeobox 4
645832,ENSG00000109072,645832,OTTHUMG00000171160,SEBOX,SEBOX homeobox
646643,ENSG00000187550,646643,OTTHUMG00000155830,SBK2,"SH3-binding domain kinase family, member 2"
648791,ENSG00000219607,648791,OTTHUMG00000014172,PPP1R3G,"protein phosphatase 1, regulatory subunit 3G"
652991,ENSG00000215474,652991,OTTHUMG00000180309,SKOR2,SKI family transcriptional corepressor 2
654429,ENSG00000166159,654429,OTTHUMG00000168088,LRTM2,leucine-rich repeats and transmembrane domains 2
728215,ENSG00000204442,728215,OTTHUMG00000017326,FAM155A,"family with sequence similarity 155, member A"
729220,ENSG00000176358,729220,OTTHUMG00000161830,TAC4,tachykinin 4 (hemokinin)
729956,ENSG00000187902,729956,OTTHUMG00000154240,SHISA7,shisa homolog 7 (Xenopus laevis)
729993,ENSG00000237515,729993,OTTHUMG00000154258,SHISA9,shisa homolog 9 (Xenopus laevis)
100131213,ENSG00000237149,100131213,OTTHUMG00000018528,ZNF503-AS2,ZNF503 antisense RNA 2
100131244,ENSG00000230778,100131244,OTTHUMG00000176892,ANKRD63,ankyrin repeat domain 63
100131390,ENSG00000217236,100131390,OTTHUMG00000150371,SP9,Sp9 transcription factor homolog (mouse)
100131514,ENSG00000228273,100131514,N/A,MUC3A,Uncharacterized protein
100132406,ENSG00000163386,100132406,OTTHUMG00000013757,NBPF10,"neuroblastoma breakpoint family, member 10"
100134216,ENSG00000169894,100134216,OTTHUMG00000157038,MUC3A,"mucin 3A, cell surface associated"
100170841,ENSG00000179294,100170841,OTTHUMG00000132343,C17orf96,chromosome 17 open reading frame 96
100191040,ENSG00000225556,100191040,OTTHUMG00000167218,C2CD4D,C2 calcium-dependent domain containing 4D
100287119,ENSG00000144063,100287119,OTTHUMG00000131196,MALL,"mal, T-cell differentiation protein-like"
100288336,ENSG00000228120,100288336,OTTHUMG00000086844,AP001631.10,N/A
100288801,ENSG00000172969,100288801,OTTHUMG00000158963,FRG2C,"FSHD region gene 2 family, member C"
100289097,ENSG00000149531,100289097,OTTHUMG00000032157,FRG1B,"FSHD region gene 1 family, member B"
100505993,ENSG00000185863,100505993,OTTHUMG00000020981,TMEM210,transmembrane protein 210
100506718,ENSG00000185070,100506718,OTTHUMG00000171372,FLRT2,fibronectin leucine rich transmembrane protein 2
100507003,ENSG00000261949,100507003,OTTHUMG00000177824,CTD-3148I10.1,uncharacterized protein LOC100507003 precursor
100507421,ENSG00000261115,100507421,OTTHUMG00000172737,TMEM178B,transmembrane protein 178B
100507440,ENSG00000173818,100507440,OTTHUMG00000164638,ENDOV,endonuclease V
100507855,ENSG00000162433,100507855,OTTHUMG00000009033,AK4,adenylate kinase 4
100652860,ENSG00000139865,100652860,OTTHUMG00000157369,TTC6,tetratricopeptide repeat domain 6
100996400,ENSG00000101746,100996400,OTTHUMG00000132291,NOL4,nucleolar protein 4
100996485,ENSG00000224186,100996485,OTTHUMG00000163106,CTC-203F4.1,HCG2045138; Uncharacterized protein
100996584,ENSG00000229377,100996584,N/A,FLJ37034,N/A
100996761,ENSG00000178104,100996761,OTTHUMG00000013846,PDE4DIP,phosphodiesterase 4D interacting protein
